evidence_id,evidence_type,quantity,value,units,meaning,engineering_use
CSV::phase2_bushing_material_gland_requirements.csv::row0,GUIDE_REACTION_ROW,row,hL_mm=250.0 ; spacing_mm=150.0 ; hU_mm=400.0 ; bushing_length_mm=30.0 ; piston_OD_mm=58.0 ; bushing_OD_mm=64.0 ; bushing_radial_wall_mm=3.0 ; limit_lower_R_kN=40.84376 ; ultimate_lower_R_kN=61.26564 ; limit_piston_side_pressure_MPa=23.473425287356324 ; ultimate_piston_side_pressure_MPa=35.21013793103448 ; AMS4640_static_capacity_MPa=413.6854375901016 ; AMS4640_limit_MS=16.62356505392199 ; AMS4640_ultimate_MS=10.749043369281328 ; PTFE_static_limit_MPa=250.0 ; PTFE_dynamic_limit_MPa=80.0 ; PTFE_dynamic_ultimate_MS=1.2720728943662385 ; AMS4640_required_length_ultimate_mm=2.553399375342936 ; PTFE_dynamic_required_length_ultimate_mm=13.20380172413793 ; housing_limit_pressure_MPa=21.272791666666667 ; housing_ultimate_pressure_MPa=31.9091875 ; radial_line_load_limit_N_per_mm=1361.4586666666669 ; radial_line_load_ultimate_N_per_mm=2042.188 ; physical_pressure_MPa=9.292136857325454 ; virtual_pressure_MPa=10.514733499585716 ; physical_piston_thrust_kN=24.55056357407179 ; virtual_piston_thrust_kN=27.78076100358926 ; physical_full_bore_thrust_kN=29.892719500415588 ; virtual_full_bore_thrust_kN=33.82580174515505,,Raw source row.,Do not equate to external trunnion reaction without an assembly FBD.
CSV::phase2_internal_loads.csv,INTERNAL_LOAD_SOURCE,table_schema,case | level | Fx_kN | Fy_kN | Fz_kN | U_Nc_kN | U_Vx_kN | U_Vy_kN | U_Mx_kNm | U_My_kNm | U_Tz_kNm | U_Mb_kNm | A_Nc_kN | A_Vx_kN | A_Vy_kN | A_Mx_kNm | A_My_kNm | A_Tz_kNm | A_Mb_kNm | AX_Ny_kN | AX_Vx_kN | AX_Vz_kN | AX_Mx_kNm | AX_Mz_kNm | AX_Ty_geom_kNm | AX_Mb_kNm | torque_note,,Internal structural resultants / section loads generated earlier in Phase 2.,May feed attachment FBD only if the structural cut/interface is explicitly identified in the source.
CSV::phase2_internal_loads.csv::row0,INTERNAL_LOAD_ROW,row,case=LC0 ; level=limit ; Fx_kN=0.0 ; Fy_kN=0.0 ; Fz_kN=7.452765957446808 ; U_Nc_kN=7.452765957446808 ; U_Vx_kN=0.0 ; U_Vy_kN=0.0 ; U_Mx_kNm=0.894331914893617 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=0.894331914893617 ; A_Nc_kN=7.452765957446808 ; A_Vx_kN=0.0 ; A_Vy_kN=0.0 ; A_Mx_kNm=0.894331914893617 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=0.894331914893617 ; AX_Ny_kN=0.0 ; AX_Vx_kN=0.0 ; AX_Vz_kN=7.452765957446808 ; AX_Mx_kNm=0.894331914893617 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=0.894331914893617 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row1,INTERNAL_LOAD_ROW,row,case=LC0 ; level=ultimate ; Fx_kN=0.0 ; Fy_kN=0.0 ; Fz_kN=11.179148936170211 ; U_Nc_kN=11.179148936170211 ; U_Vx_kN=0.0 ; U_Vy_kN=0.0 ; U_Mx_kNm=1.3414978723404254 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=1.3414978723404254 ; A_Nc_kN=11.179148936170211 ; A_Vx_kN=0.0 ; A_Vy_kN=0.0 ; A_Mx_kNm=1.3414978723404254 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=1.3414978723404254 ; AX_Ny_kN=0.0 ; AX_Vx_kN=0.0 ; AX_Vz_kN=11.179148936170211 ; AX_Mx_kNm=1.3414978723404254 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=1.3414978723404254 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row2,INTERNAL_LOAD_ROW,row,case=LC1 ; level=limit ; Fx_kN=0.0 ; Fy_kN=0.0 ; Fz_kN=25.02 ; U_Nc_kN=25.02 ; U_Vx_kN=0.0 ; U_Vy_kN=0.0 ; U_Mx_kNm=3.0024 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=3.0024 ; A_Nc_kN=25.02 ; A_Vx_kN=0.0 ; A_Vy_kN=0.0 ; A_Mx_kNm=3.0024 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=3.0024 ; AX_Ny_kN=0.0 ; AX_Vx_kN=0.0 ; AX_Vz_kN=25.02 ; AX_Mx_kNm=3.0024 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=3.0024 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row3,INTERNAL_LOAD_ROW,row,case=LC1 ; level=ultimate ; Fx_kN=0.0 ; Fy_kN=0.0 ; Fz_kN=37.53 ; U_Nc_kN=37.53 ; U_Vx_kN=0.0 ; U_Vy_kN=0.0 ; U_Mx_kNm=4.5036 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=4.5036 ; A_Nc_kN=37.53 ; A_Vx_kN=0.0 ; A_Vy_kN=0.0 ; A_Mx_kNm=4.5036 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=4.5036 ; AX_Ny_kN=0.0 ; AX_Vx_kN=0.0 ; AX_Vz_kN=37.53 ; AX_Mx_kNm=4.5036 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=4.5036 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row4,INTERNAL_LOAD_ROW,row,case=LC2A ; level=limit ; Fx_kN=-6.255 ; Fy_kN=0.0 ; Fz_kN=25.02 ; U_Nc_kN=25.02 ; U_Vx_kN=-6.255 ; U_Vy_kN=0.0 ; U_Mx_kNm=3.0024 ; U_My_kNm=4.06575 ; U_Tz_kNm=0.7505999999999999 ; U_Mb_kNm=5.054179342138544 ; A_Nc_kN=25.02 ; A_Vx_kN=-6.255 ; A_Vy_kN=0.0 ; A_Mx_kNm=3.0024 ; A_My_kNm=1.094625 ; A_Tz_kNm=0.7505999999999999 ; A_Mb_kNm=3.1957173921711224 ; AX_Ny_kN=0.0 ; AX_Vx_kN=-6.255 ; AX_Vz_kN=25.02 ; AX_Mx_kNm=3.0024 ; AX_Mz_kNm=0.7505999999999999 ; AX_Ty_geom_kNm=1.094625 ; AX_Mb_kNm=3.094803082588616 ; torque_note=WHEEL SPIN-UP MOMENT; NOT YET STRUCTURAL TORSION,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row5,INTERNAL_LOAD_ROW,row,case=LC2A ; level=ultimate ; Fx_kN=-9.3825 ; Fy_kN=0.0 ; Fz_kN=37.53 ; U_Nc_kN=37.53 ; U_Vx_kN=-9.3825 ; U_Vy_kN=0.0 ; U_Mx_kNm=4.5036 ; U_My_kNm=6.098625 ; U_Tz_kNm=1.1259 ; U_Mb_kNm=7.581269013207815 ; A_Nc_kN=37.53 ; A_Vx_kN=-9.3825 ; A_Vy_kN=0.0 ; A_Mx_kNm=4.5036 ; A_My_kNm=1.6419375 ; A_Tz_kNm=1.1259 ; A_Mb_kNm=4.793576088256684 ; AX_Ny_kN=0.0 ; AX_Vx_kN=-9.3825 ; AX_Vz_kN=37.53 ; AX_Mx_kNm=4.5036 ; AX_Mz_kNm=1.1259 ; AX_Ty_geom_kNm=1.6419375 ; AX_Mb_kNm=4.642204623882924 ; torque_note=WHEEL SPIN-UP MOMENT; NOT YET STRUCTURAL TORSION,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row6,INTERNAL_LOAD_ROW,row,case=LC2B ; level=limit ; Fx_kN=6.255 ; Fy_kN=0.0 ; Fz_kN=25.02 ; U_Nc_kN=25.02 ; U_Vx_kN=6.255 ; U_Vy_kN=0.0 ; U_Mx_kNm=3.0024 ; U_My_kNm=-4.06575 ; U_Tz_kNm=-0.7505999999999999 ; U_Mb_kNm=5.054179342138544 ; A_Nc_kN=25.02 ; A_Vx_kN=6.255 ; A_Vy_kN=0.0 ; A_Mx_kNm=3.0024 ; A_My_kNm=-1.094625 ; A_Tz_kNm=-0.7505999999999999 ; A_Mb_kNm=3.1957173921711224 ; AX_Ny_kN=0.0 ; AX_Vx_kN=6.255 ; AX_Vz_kN=25.02 ; AX_Mx_kNm=3.0024 ; AX_Mz_kNm=-0.7505999999999999 ; AX_Ty_geom_kNm=-1.094625 ; AX_Mb_kNm=3.094803082588616 ; torque_note=WHEEL SPIN-UP MOMENT; NOT YET STRUCTURAL TORSION,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row7,INTERNAL_LOAD_ROW,row,case=LC2B ; level=ultimate ; Fx_kN=9.3825 ; Fy_kN=0.0 ; Fz_kN=37.53 ; U_Nc_kN=37.53 ; U_Vx_kN=9.3825 ; U_Vy_kN=0.0 ; U_Mx_kNm=4.5036 ; U_My_kNm=-6.098625 ; U_Tz_kNm=-1.1259 ; U_Mb_kNm=7.581269013207815 ; A_Nc_kN=37.53 ; A_Vx_kN=9.3825 ; A_Vy_kN=0.0 ; A_Mx_kNm=4.5036 ; A_My_kNm=-1.6419375 ; A_Tz_kNm=-1.1259 ; A_Mb_kNm=4.793576088256684 ; AX_Ny_kN=0.0 ; AX_Vx_kN=9.3825 ; AX_Vz_kN=37.53 ; AX_Mx_kNm=4.5036 ; AX_Mz_kNm=-1.1259 ; AX_Ty_geom_kNm=-1.6419375 ; AX_Mb_kNm=4.642204623882924 ; torque_note=WHEEL SPIN-UP MOMENT; NOT YET STRUCTURAL TORSION,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row8,INTERNAL_LOAD_ROW,row,case=LC3 ; level=limit ; Fx_kN=0.0 ; Fy_kN=0.0 ; Fz_kN=25.02 ; U_Nc_kN=25.02 ; U_Vx_kN=0.0 ; U_Vy_kN=0.0 ; U_Mx_kNm=3.0024 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=3.0024 ; A_Nc_kN=25.02 ; A_Vx_kN=0.0 ; A_Vy_kN=0.0 ; A_Mx_kNm=3.0024 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=3.0024 ; AX_Ny_kN=0.0 ; AX_Vx_kN=0.0 ; AX_Vz_kN=25.02 ; AX_Mx_kNm=3.0024 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=3.0024 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row9,INTERNAL_LOAD_ROW,row,case=LC3 ; level=ultimate ; Fx_kN=0.0 ; Fy_kN=0.0 ; Fz_kN=37.53 ; U_Nc_kN=37.53 ; U_Vx_kN=0.0 ; U_Vy_kN=0.0 ; U_Mx_kNm=4.5036 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=4.5036 ; A_Nc_kN=37.53 ; A_Vx_kN=0.0 ; A_Vy_kN=0.0 ; A_Mx_kNm=4.5036 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=4.5036 ; AX_Ny_kN=0.0 ; AX_Vx_kN=0.0 ; AX_Vz_kN=37.53 ; AX_Mx_kNm=4.5036 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=4.5036 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row10,INTERNAL_LOAD_ROW,row,case=LC4+ ; level=limit ; Fx_kN=0.0 ; Fy_kN=8.34 ; Fz_kN=11.0922 ; U_Nc_kN=11.0922 ; U_Vx_kN=0.0 ; U_Vy_kN=8.34 ; U_Mx_kNm=6.752064000000001 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=6.752064000000001 ; A_Nc_kN=11.0922 ; A_Vx_kN=0.0 ; A_Vy_kN=8.34 ; A_Mx_kNm=2.790564 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=2.790564 ; AX_Ny_kN=8.34 ; AX_Vx_kN=0.0 ; AX_Vz_kN=11.0922 ; AX_Mx_kNm=2.790564 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=2.790564 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row11,INTERNAL_LOAD_ROW,row,case=LC4+ ; level=ultimate ; Fx_kN=0.0 ; Fy_kN=12.51 ; Fz_kN=16.638300000000005 ; U_Nc_kN=16.638300000000005 ; U_Vx_kN=0.0 ; U_Vy_kN=12.51 ; U_Mx_kNm=10.128096 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=10.128096 ; A_Nc_kN=16.638300000000005 ; A_Vx_kN=0.0 ; A_Vy_kN=12.51 ; A_Mx_kNm=4.185846000000001 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=4.185846000000001 ; AX_Ny_kN=12.51 ; AX_Vx_kN=0.0 ; AX_Vz_kN=16.638300000000005 ; AX_Mx_kNm=4.185846000000001 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=4.185846000000001 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row12,INTERNAL_LOAD_ROW,row,case=LC4- ; level=limit ; Fx_kN=0.0 ; Fy_kN=-8.34 ; Fz_kN=11.0922 ; U_Nc_kN=11.0922 ; U_Vx_kN=0.0 ; U_Vy_kN=-8.34 ; U_Mx_kNm=-4.089936 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=4.089936 ; A_Nc_kN=11.0922 ; A_Vx_kN=0.0 ; A_Vy_kN=-8.34 ; A_Mx_kNm=-0.1284359999999997 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=0.1284359999999997 ; AX_Ny_kN=-8.34 ; AX_Vx_kN=0.0 ; AX_Vz_kN=11.0922 ; AX_Mx_kNm=-0.1284359999999997 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=0.1284359999999997 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row13,INTERNAL_LOAD_ROW,row,case=LC4- ; level=ultimate ; Fx_kN=0.0 ; Fy_kN=-12.51 ; Fz_kN=16.638300000000005 ; U_Nc_kN=16.638300000000005 ; U_Vx_kN=0.0 ; U_Vy_kN=-12.51 ; U_Mx_kNm=-6.134904000000001 ; U_My_kNm=-0.0 ; U_Tz_kNm=-0.0 ; U_Mb_kNm=6.134904000000001 ; A_Nc_kN=16.638300000000005 ; A_Vx_kN=0.0 ; A_Vy_kN=-12.51 ; A_Mx_kNm=-0.1926539999999994 ; A_My_kNm=-0.0 ; A_Tz_kNm=-0.0 ; A_Mb_kNm=0.1926539999999994 ; AX_Ny_kN=-12.51 ; AX_Vx_kN=0.0 ; AX_Vz_kN=16.638300000000005 ; AX_Mx_kNm=-0.1926539999999994 ; AX_Mz_kNm=-0.0 ; AX_Ty_geom_kNm=-0.0 ; AX_Mb_kNm=0.1926539999999994 ; torque_note=NO LONGITUDINAL CONTACT TORQUE,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row14,INTERNAL_LOAD_ROW,row,case=LC5 ; level=limit ; Fx_kN=-8.87376 ; Fy_kN=0.0 ; Fz_kN=11.0922 ; U_Nc_kN=11.0922 ; U_Vx_kN=-8.87376 ; U_Vy_kN=0.0 ; U_Mx_kNm=1.331064 ; U_My_kNm=5.767944000000001 ; U_Tz_kNm=1.0648512 ; U_Mb_kNm=5.919536245284085 ; A_Nc_kN=11.0922 ; A_Vx_kN=-8.87376 ; A_Vy_kN=0.0 ; A_Mx_kNm=1.331064 ; A_My_kNm=1.552908 ; A_Tz_kNm=1.0648512 ; A_Mb_kNm=2.0453006205836832 ; AX_Ny_kN=0.0 ; AX_Vx_kN=-8.87376 ; AX_Vz_kN=11.0922 ; AX_Mx_kNm=1.331064 ; AX_Mz_kNm=1.0648512 ; AX_Ty_geom_kNm=1.552908 ; AX_Mb_kNm=1.7045936319948636 ; torque_note=BRAKE TORQUE PATH,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_internal_loads.csv::row15,INTERNAL_LOAD_ROW,row,case=LC5 ; level=ultimate ; Fx_kN=-13.31064 ; Fy_kN=0.0 ; Fz_kN=16.638300000000005 ; U_Nc_kN=16.638300000000005 ; U_Vx_kN=-13.31064 ; U_Vy_kN=0.0 ; U_Mx_kNm=1.9965960000000005 ; U_My_kNm=8.651916 ; U_Tz_kNm=1.5972768 ; U_Mb_kNm=8.879304367926126 ; A_Nc_kN=16.638300000000005 ; A_Vx_kN=-13.31064 ; A_Vy_kN=0.0 ; A_Mx_kNm=1.9965960000000005 ; A_My_kNm=2.329362 ; A_Tz_kNm=1.5972768 ; A_Mb_kNm=3.067950930875525 ; AX_Ny_kN=0.0 ; AX_Vx_kN=-13.31064 ; AX_Vz_kN=16.638300000000005 ; AX_Mx_kNm=1.9965960000000005 ; AX_Mz_kNm=1.5972768 ; AX_Ty_geom_kNm=2.329362 ; AX_Mb_kNm=2.556890447992296 ; torque_note=BRAKE TORQUE PATH,,Raw source row.,Do not reinterpret without source-code FBD semantics.
CSV::phase2_packaging_overlap.csv,PACKAGING_SOURCE,table_schema,hL_mm | spacing_mm | hU_mm | bushing_length_mm | ultimate_lower_case | ultimate_lower_R_kN | ultimate_upper_case | ultimate_upper_R_kN | max_ultimate_reaction_kN | max_ultimate_pressure_MPa | overrun_mm | lower_station_from_U_mm | upper_station_from_U_mm | full_extension_hL_mm | full_extension_hU_mm | nominal_hL_mm | nominal_hU_mm | physical_hL_mm | physical_hU_mm | virtual_hL_mm | virtual_hU_mm | physical_lower_surface_reserve_mm | virtual_lower_surface_reserve_mm | required_piston_guide_length_mm | nominal_top_intrusion_above_U_mm | physical_top_intrusion_above_U_mm | virtual_top_intrusion_above_U_mm | physical_full_bushing_engagement | virtual_full_bushing_engagement,,Existing Phase 2 axial guide / piston packaging study.,"Provides geometry/datum relationships, not necessarily external attachment reactions."
CSV::phase2_upper_brace_sizing.csv,UPPER_BRACE_OR_LINK_SOURCE,table_schema,record_type | effective_arm_mm | governing_limit_case | governing_ultimate_case | limit_force_kN | ultimate_force_kN | tube_OD_mm | tube_ID_mm | tube_wall_mm | free_length_mm | limit_axial_stress_MPa | ultimate_axial_stress_MPa | MS_limit_yield | MS_ultimate | buckling_method | slenderness | Pcr_kN | MS_buckling | pin_diameter_mm | bushing_width_mm | ultimate_pin_shear_MPa | ultimate_bearing_pressure_MPa | MS_ultimate_pin_shear | MS_ultimate_bearing | PASS,,Candidate prior source for upper moment-reaction brace/link sizing.,Could constrain the E3 load path if the source explicitly says the member connects the strut/head to the airframe.
CSV::phase2_upper_brace_sizing.csv::row0,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=16.0 ; tube_wall_mm=1.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=505.70558196368734 ; ultimate_axial_stress_MPa=758.558372945531 ; MS_limit_yield=1.9997691425698552 ; MS_ultimate=1.4546561825818811 ; buckling_method=EULER ; slenderness=58.13183589761799 ; Pcr_kN=31.976013803005088 ; MS_buckling=-0.2107101422862429 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=False,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row1,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=15.5 ; tube_wall_mm=1.25 ; free_length_mm=350.0 ; limit_axial_stress_MPa=410.6027411764864 ; ultimate_axial_stress_MPa=615.9041117647296 ; MS_limit_yield=2.6945686130915503 ; MS_ultimate=2.02319787192989 ; buckling_method=EULER ; slenderness=58.93757351637602 ; Pcr_kN=38.31279182996821 ; MS_buckling=-0.0542943157833364 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=False,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row2,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=15.0 ; tube_wall_mm=1.5 ; free_length_mm=350.0 ; limit_axial_stress_MPa=347.353329025563 ; ultimate_axial_stress_MPa=521.0299935383445 ; MS_limit_yield=3.3673109575649365 ; MS_ultimate=2.5736906187589152 ; buckling_method=EULER ; slenderness=59.75054396868479 ; Pcr_kN=44.06511983283799 ; MS_buckling=0.0876950572160351 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row3,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=14.5 ; tube_wall_mm=1.75 ; free_length_mm=350.0 ; limit_axial_stress_MPa=302.3119083387318 ; ultimate_axial_stress_MPa=453.4678625080977 ; MS_limit_yield=4.017996175990015 ; MS_ultimate=3.106134423068955 ; buckling_method=EULER ; slenderness=60.56974848425534 ; Pcr_kN=49.27008966332555 ; MS_buckling=0.2161735449418516 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row4,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=14.0 ; tube_wall_mm=2.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=268.6560904182089 ; ultimate_axial_stress_MPa=402.9841356273134 ; MS_limit_yield=4.646624268366787 ; MS_ultimate=3.620529284860012 ; buckling_method=EULER ; slenderness=61.39406135149205 ; Pcr_kN=53.963577046856464 ; MS_buckling=0.3320266969936025 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row5,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=13.5 ; tube_wall_mm=2.25 ; free_length_mm=350.0 ; limit_axial_stress_MPa=242.5959758273773 ; ultimate_axial_stress_MPa=363.89396374106593 ; MS_limit_yield=5.253195234695252 ; MS_ultimate=4.116875204132085 ; buckling_method=EULER ; slenderness=62.22222222222223 ; Pcr_kN=58.18024158257066 ; MS_buckling=0.4361100443402852 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row6,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=13.0 ; tube_wall_mm=2.5 ; free_length_mm=350.0 ; limit_axial_stress_MPa=221.85793273245636 ; ultimate_axial_stress_MPa=332.7868990986845 ; MS_limit_yield=5.837709074975407 ; MS_ultimate=4.595172180885172 ; buckling_method=EULER ; slenderness=63.05282887554629 ; Pcr_kN=61.953526743322406 ; MS_buckling=0.5292490993204055 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row7,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=12.5 ; tube_wall_mm=2.75 ; free_length_mm=350.0 ; limit_axial_stress_MPa=204.9954072937749 ; ultimate_axial_stress_MPa=307.4931109406624 ; MS_limit_yield=6.400165789207253 ; MS_ultimate=5.055420215119272 ; buckling_method=EULER ; slenderness=63.88433066347855 ; Pcr_kN=65.31565987568038 ; MS_buckling=0.6122393556419781 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
